starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 19 17:56:02 2022	1642604162	27	31	58	22
Wed Jan 19 17:55:55 2022	1642604155	9	49	58	32
Wed Jan 19 17:56:07 2022	1642604167	24	34	58	31
Wed Jan 19 17:55:56 2022	1642604156	23	35	58	20
Wed Jan 19 17:56:04 2022	1642604164	34	24	58	22
Wed Jan 19 17:56:03 2022	1642604163	44	14	58	13
Wed Jan 19 17:56:01 2022	1642604161	17	41	58	20
Wed Jan 19 17:55:53 2022	1642604153	26	32	58	20
Wed Jan 19 17:55:53 2022	1642604153	14	44	58	21
Wed Jan 19 17:56:05 2022	1642604165	29	29	58	26
Wed Jan 19 17:56:01 2022	1642604161	22	35	58	30
Wed Jan 19 17:55:57 2022	1642604157	14	44	58	35
Wed Jan 19 17:55:53 2022	1642604153	15	43	58	22
Wed Jan 19 17:56:06 2022	1642604166	19	39	58	27
Wed Jan 19 17:55:56 2022	1642604156	46	12	58	9
Wed Jan 19 17:55:53 2022	1642604153	15	43	58	34
Wed Jan 19 17:56:06 2022	1642604166	20	38	58	26
Wed Jan 19 17:55:56 2022	1642604156	17	41	58	26
Wed Jan 19 17:55:57 2022	1642604157	18	40	58	34
Wed Jan 19 17:56:04 2022	1642604164	14	44	58	21
Wed Jan 19 17:56:02 2022	1642604162	26	32	58	26
Wed Jan 19 17:56:01 2022	1642604161	35	23	58	21
Wed Jan 19 17:55:58 2022	1642604158	25	33	58	26
Wed Jan 19 17:56:07 2022	1642604167	31	26	58	23
Wed Jan 19 17:56:02 2022	1642604162	22	36	58	31
Wed Jan 19 17:55:57 2022	1642604157	14	44	58	34
Wed Jan 19 17:55:57 2022	1642604157	14	44	58	34
Wed Jan 19 17:56:00 2022	1642604160	25	33	58	30
Wed Jan 19 17:55:58 2022	1642604158	23	35	58	32
Wed Jan 19 17:55:54 2022	1642604154	33	25	58	23
Wed Jan 19 17:56:01 2022	1642604161	17	41	58	29
Wed Jan 19 17:56:00 2022	1642604160	30	28	58	26
Wed Jan 19 17:56:01 2022	1642604161	21	37	58	36
Wed Jan 19 17:56:04 2022	1642604164	33	25	58	14
Wed Jan 19 17:55:54 2022	1642604154	33	25	58	23
Wed Jan 19 17:56:07 2022	1642604167	32	26	58	23
Wed Jan 19 17:55:57 2022	1642604157	22	35	58	31
Wed Jan 19 17:56:04 2022	1642604164	11	47	58	21
Wed Jan 19 17:56:04 2022	1642604164	11	47	58	21
Wed Jan 19 17:56:07 2022	1642604167	23	35	58	19
Wed Jan 19 17:56:04 2022	1642604164	32	26	58	14
Wed Jan 19 17:56:02 2022	1642604162	24	34	58	25
Wed Jan 19 17:55:56 2022	1642604156	21	37	58	26
Wed Jan 19 17:56:02 2022	1642604162	24	33	58	28
Wed Jan 19 17:55:58 2022	1642604158	11	47	58	45
Wed Jan 19 17:55:53 2022	1642604153	10	48	58	27
Wed Jan 19 17:56:06 2022	1642604166	8	50	58	50
Wed Jan 19 17:55:59 2022	1642604159	20	38	58	30
Wed Jan 19 17:56:04 2022	1642604164	12	46	58	21
Wed Jan 19 17:56:06 2022	1642604166	31	27	58	21
Wed Jan 19 17:55:55 2022	1642604155	9	49	58	47
Wed Jan 19 17:55:59 2022	1642604159	21	37	58	29
Wed Jan 19 17:56:03 2022	1642604163	30	28	58	25
Wed Jan 19 17:55:56 2022	1642604156	30	28	58	18
Wed Jan 19 17:55:57 2022	1642604157	30	28	58	7
Wed Jan 19 17:56:01 2022	1642604161	31	27	58	19
Wed Jan 19 17:55:59 2022	1642604159	21	37	58	29
Wed Jan 19 17:56:02 2022	1642604162	25	33	58	25
Wed Jan 19 17:55:54 2022	1642604154	19	39	58	28
Wed Jan 19 17:55:59 2022	1642604159	21	37	58	29
Wed Jan 19 17:55:58 2022	1642604158	29	29	58	25
Wed Jan 19 17:55:58 2022	1642604158	8	50	58	47
Wed Jan 19 17:55:55 2022	1642604155	26	32	58	28
Wed Jan 19 17:56:06 2022	1642604166	37	21	58	9
Wed Jan 19 17:56:02 2022	1642604162	14	44	58	28
Wed Jan 19 17:56:04 2022	1642604164	14	44	58	21
Wed Jan 19 17:55:59 2022	1642604159	21	37	58	29
Wed Jan 19 17:55:57 2022	1642604157	21	37	58	31
Wed Jan 19 17:55:59 2022	1642604159	20	38	58	30
Wed Jan 19 17:55:57 2022	1642604157	34	24	58	22
Wed Jan 19 17:55:57 2022	1642604157	23	35	58	20
Wed Jan 19 17:55:54 2022	1642604154	12	46	58	27
Wed Jan 19 17:56:01 2022	1642604161	28	30	58	17
Wed Jan 19 17:55:55 2022	1642604155	27	31	58	28
Wed Jan 19 17:56:00 2022	1642604160	22	36	58	22
Wed Jan 19 17:55:57 2022	1642604157	21	37	58	27
Wed Jan 19 17:56:04 2022	1642604164	11	47	58	31
Wed Jan 19 17:56:03 2022	1642604163	16	42	58	35
Wed Jan 19 17:55:58 2022	1642604158	8	50	58	47
Wed Jan 19 17:55:57 2022	1642604157	29	29	58	10
Wed Jan 19 17:55:57 2022	1642604157	24	34	58	21
Wed Jan 19 17:56:00 2022	1642604160	30	28	58	23
Wed Jan 19 17:56:02 2022	1642604162	20	38	58	23
Wed Jan 19 17:55:58 2022	1642604158	8	50	58	47
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:55:54 2022	1642604154	33	26	58	25
Wed Jan 19 17:56:02 2022	1642604162	14	44	58	33
Wed Jan 19 17:55:58 2022	1642604158	8	50	58	46
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:55:55 2022	1642604155	10	48	58	43
Wed Jan 19 17:55:56 2022	1642604156	29	29	58	24
Wed Jan 19 17:56:04 2022	1642604164	13	45	58	21
Wed Jan 19 17:55:58 2022	1642604158	14	44	58	31
Wed Jan 19 17:55:53 2022	1642604153	10	48	58	22
Wed Jan 19 17:56:03 2022	1642604163	19	39	58	35
Wed Jan 19 17:56:01 2022	1642604161	33	25	58	18
Wed Jan 19 17:55:53 2022	1642604153	19	39	58	26
Wed Jan 19 17:56:02 2022	1642604162	16	42	58	20
Wed Jan 19 17:55:53 2022	1642604153	16	42	58	38
Wed Jan 19 17:55:55 2022	1642604155	19	39	58	33
Wed Jan 19 17:56:00 2022	1642604160	26	32	58	30
Wed Jan 19 17:56:00 2022	1642604160	25	33	58	27
Wed Jan 19 17:56:04 2022	1642604164	13	46	58	21
Wed Jan 19 17:56:02 2022	1642604162	25	33	58	20
Wed Jan 19 17:56:04 2022	1642604164	13	45	58	21
Wed Jan 19 17:56:00 2022	1642604160	23	36	58	22
Wed Jan 19 17:55:57 2022	1642604157	25	33	58	28
Wed Jan 19 17:55:56 2022	1642604156	42	16	58	14
Wed Jan 19 17:56:02 2022	1642604162	20	38	58	29
Wed Jan 19 17:55:58 2022	1642604158	9	50	58	47
Wed Jan 19 17:55:54 2022	1642604154	33	25	58	23
Wed Jan 19 17:55:57 2022	1642604157	26	32	58	28
Wed Jan 19 17:56:01 2022	1642604161	32	26	58	18
Wed Jan 19 17:56:07 2022	1642604167	22	36	58	34
Wed Jan 19 17:56:02 2022	1642604162	24	34	58	28
Wed Jan 19 17:55:54 2022	1642604154	32	26	58	18
Wed Jan 19 17:55:57 2022	1642604157	14	44	58	36
Wed Jan 19 17:55:54 2022	1642604154	6	52	58	35
Wed Jan 19 17:55:56 2022	1642604156	22	36	58	23
Wed Jan 19 17:56:04 2022	1642604164	11	48	58	25
Wed Jan 19 17:55:53 2022	1642604153	34	24	58	21
Wed Jan 19 17:55:55 2022	1642604155	15	43	58	37
Wed Jan 19 17:56:04 2022	1642604164	14	44	58	21
Wed Jan 19 17:56:04 2022	1642604164	15	43	58	22
Wed Jan 19 17:56:04 2022	1642604164	14	45	58	25
Wed Jan 19 17:56:06 2022	1642604166	17	41	58	30
Wed Jan 19 17:56:04 2022	1642604164	14	44	58	30
Wed Jan 19 17:56:06 2022	1642604166	8	50	58	49
Wed Jan 19 17:56:00 2022	1642604160	32	26	58	26
Wed Jan 19 17:56:04 2022	1642604164	38	20	58	16
Wed Jan 19 17:55:58 2022	1642604158	16	42	58	42
Wed Jan 19 17:55:54 2022	1642604154	21	38	58	32
Wed Jan 19 17:56:01 2022	1642604161	17	41	58	20
Wed Jan 19 17:56:05 2022	1642604165	11	47	58	26
Wed Jan 19 17:55:53 2022	1642604153	16	42	58	38
Wed Jan 19 17:56:07 2022	1642604167	31	27	58	21
Wed Jan 19 17:56:01 2022	1642604161	25	33	58	22
Wed Jan 19 17:55:56 2022	1642604156	30	28	58	24
Wed Jan 19 17:56:03 2022	1642604163	44	14	58	13
Wed Jan 19 17:56:05 2022	1642604165	39	19	58	10
Wed Jan 19 17:56:04 2022	1642604164	15	44	58	21
Wed Jan 19 17:56:07 2022	1642604167	32	27	58	23
Wed Jan 19 17:56:01 2022	1642604161	23	35	58	34
Wed Jan 19 17:55:53 2022	1642604153	27	31	58	20
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:55:57 2022	1642604157	20	38	58	38
Wed Jan 19 17:55:55 2022	1642604155	29	29	58	18
Wed Jan 19 17:55:53 2022	1642604153	15	44	58	20
Wed Jan 19 17:55:57 2022	1642604157	29	29	58	9
Wed Jan 19 17:55:55 2022	1642604155	26	32	58	25
Wed Jan 19 17:55:58 2022	1642604158	3	55	58	47
Wed Jan 19 17:55:55 2022	1642604155	29	29	58	26
Wed Jan 19 17:56:04 2022	1642604164	14	44	58	21
Wed Jan 19 17:56:01 2022	1642604161	31	27	58	18
Wed Jan 19 17:56:03 2022	1642604163	26	33	58	25
Wed Jan 19 17:55:53 2022	1642604153	16	43	58	38
Wed Jan 19 17:55:57 2022	1642604157	28	31	58	7
Wed Jan 19 17:55:53 2022	1642604153	25	33	58	20
Wed Jan 19 17:56:04 2022	1642604164	16	42	58	26
Wed Jan 19 17:55:55 2022	1642604155	27	32	58	28
Wed Jan 19 17:56:07 2022	1642604167	11	47	58	33
Wed Jan 19 17:55:57 2022	1642604157	21	37	58	30
Wed Jan 19 17:55:55 2022	1642604155	15	44	58	40
Wed Jan 19 17:56:06 2022	1642604166	24	35	58	31
Wed Jan 19 17:56:01 2022	1642604161	21	37	58	29
Wed Jan 19 17:55:56 2022	1642604156	32	27	58	25
Wed Jan 19 17:56:01 2022	1642604161	21	37	58	18
Wed Jan 19 17:55:58 2022	1642604158	34	25	58	17
Wed Jan 19 17:56:01 2022	1642604161	32	26	58	18
Wed Jan 19 17:56:04 2022	1642604164	21	37	58	26
Wed Jan 19 17:56:04 2022	1642604164	20	38	58	27
Wed Jan 19 17:56:05 2022	1642604165	29	30	58	26
Wed Jan 19 17:55:56 2022	1642604156	21	38	58	26
Wed Jan 19 17:55:53 2022	1642604153	20	38	58	29
Wed Jan 19 17:56:02 2022	1642604162	32	26	58	14
Wed Jan 19 17:55:58 2022	1642604158	29	29	58	25
Wed Jan 19 17:56:02 2022	1642604162	24	35	58	32
Wed Jan 19 17:55:56 2022	1642604156	29	29	58	22
Wed Jan 19 17:56:07 2022	1642604167	32	27	58	21
Wed Jan 19 17:56:04 2022	1642604164	11	47	58	25
Wed Jan 19 17:55:53 2022	1642604153	30	28	58	14
Wed Jan 19 17:56:02 2022	1642604162	27	31	58	20
Wed Jan 19 17:56:06 2022	1642604166	31	27	58	22
Wed Jan 19 17:56:04 2022	1642604164	11	47	58	21
Wed Jan 19 17:55:58 2022	1642604158	34	24	58	17
Wed Jan 19 17:55:57 2022	1642604157	18	40	58	34
Wed Jan 19 17:56:00 2022	1642604160	22	37	58	22
Wed Jan 19 17:55:58 2022	1642604158	21	38	58	28
Wed Jan 19 17:56:01 2022	1642604161	6	52	58	44
Wed Jan 19 17:55:56 2022	1642604156	9	50	58	45
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	31
Wed Jan 19 17:55:58 2022	1642604158	8	51	58	47
Wed Jan 19 17:56:06 2022	1642604166	22	37	58	20
Wed Jan 19 17:56:02 2022	1642604162	20	38	58	23
Wed Jan 19 17:56:04 2022	1642604164	15	43	58	21
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:56:04 2022	1642604164	24	35	58	31
Wed Jan 19 17:55:55 2022	1642604155	19	39	58	33
Wed Jan 19 17:55:53 2022	1642604153	19	40	58	34
Wed Jan 19 17:56:04 2022	1642604164	14	44	58	22
Wed Jan 19 17:56:04 2022	1642604164	24	34	58	24
Wed Jan 19 17:55:54 2022	1642604154	19	39	58	28
Wed Jan 19 17:55:56 2022	1642604156	46	12	58	9
Wed Jan 19 17:56:01 2022	1642604161	19	40	58	33
Wed Jan 19 17:56:02 2022	1642604162	20	39	58	31
Wed Jan 19 17:56:03 2022	1642604163	19	39	58	35
Wed Jan 19 17:55:58 2022	1642604158	31	27	58	18
Wed Jan 19 17:56:01 2022	1642604161	22	36	58	31
Wed Jan 19 17:55:55 2022	1642604155	9	49	58	47
Wed Jan 19 17:56:00 2022	1642604160	31	27	58	24
Wed Jan 19 17:56:06 2022	1642604166	8	50	58	49
Wed Jan 19 17:56:06 2022	1642604166	28	31	58	26
Wed Jan 19 17:55:55 2022	1642604155	32	26	58	26
Wed Jan 19 17:56:06 2022	1642604166	21	37	58	20
Wed Jan 19 17:56:00 2022	1642604160	30	28	58	23
Wed Jan 19 17:55:53 2022	1642604153	34	24	58	21
Wed Jan 19 17:56:04 2022	1642604164	21	38	58	36
Wed Jan 19 17:55:55 2022	1642604155	15	43	58	30
Wed Jan 19 17:56:02 2022	1642604162	24	35	58	26
Wed Jan 19 17:55:53 2022	1642604153	27	31	58	17
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:55:57 2022	1642604157	14	45	58	36
Wed Jan 19 17:56:04 2022	1642604164	24	34	58	22
Wed Jan 19 17:56:04 2022	1642604164	25	33	58	24
Wed Jan 19 17:56:00 2022	1642604160	25	33	58	30
Wed Jan 19 17:56:04 2022	1642604164	11	48	58	31
Wed Jan 19 17:56:02 2022	1642604162	29	30	58	17
Wed Jan 19 17:56:02 2022	1642604162	28	30	58	17
Wed Jan 19 17:56:01 2022	1642604161	19	40	58	35
Wed Jan 19 17:56:04 2022	1642604164	12	47	58	21
Wed Jan 19 17:55:57 2022	1642604157	25	34	58	21
Wed Jan 19 17:55:57 2022	1642604157	24	35	58	21
Wed Jan 19 17:56:06 2022	1642604166	8	50	59	49
Wed Jan 19 17:56:01 2022	1642604161	18	41	59	20
Wed Jan 19 17:56:04 2022	1642604164	15	43	59	22
Wed Jan 19 17:55:54 2022	1642604154	12	46	59	27
Wed Jan 19 17:56:01 2022	1642604161	17	41	59	29
Wed Jan 19 17:55:56 2022	1642604156	32	27	59	10
Wed Jan 19 17:55:53 2022	1642604153	31	27	59	13
Wed Jan 19 17:56:02 2022	1642604162	20	38	59	29
Wed Jan 19 17:55:56 2022	1642604156	44	15	59	13
Wed Jan 19 17:56:01 2022	1642604161	32	26	59	18
Wed Jan 19 17:55:57 2022	1642604157	14	44	59	36
Wed Jan 19 17:56:06 2022	1642604166	34	25	59	17
Wed Jan 19 17:55:55 2022	1642604155	14	45	59	42
Wed Jan 19 17:55:53 2022	1642604153	11	47	59	28
Wed Jan 19 17:56:04 2022	1642604164	15	43	59	22
Wed Jan 19 17:55:53 2022	1642604153	34	24	59	21
Wed Jan 19 17:56:00 2022	1642604160	30	29	59	26
Wed Jan 19 17:56:02 2022	1642604162	18	40	59	39
Wed Jan 19 17:56:01 2022	1642604161	22	36	59	30
Wed Jan 19 17:55:56 2022	1642604156	39	20	59	12
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	18
Wed Jan 19 17:55:55 2022	1642604155	15	44	59	37
Wed Jan 19 17:55:59 2022	1642604159	25	33	59	20
Wed Jan 19 17:55:58 2022	1642604158	3	55	59	48
Wed Jan 19 17:56:06 2022	1642604166	8	51	59	50
Wed Jan 19 17:56:06 2022	1642604166	31	28	59	23
Wed Jan 19 17:55:59 2022	1642604159	18	40	59	34
Wed Jan 19 17:55:57 2022	1642604157	21	38	59	38
Wed Jan 19 17:55:55 2022	1642604155	19	39	59	33
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	29
Wed Jan 19 17:56:02 2022	1642604162	14	45	59	33
Wed Jan 19 17:55:56 2022	1642604156	29	30	59	20
Wed Jan 19 17:55:56 2022	1642604156	23	36	59	24
Wed Jan 19 17:55:53 2022	1642604153	15	44	59	22
Wed Jan 19 17:55:53 2022	1642604153	19	39	59	32
Wed Jan 19 17:56:04 2022	1642604164	1	57	59	39
Wed Jan 19 17:56:02 2022	1642604162	19	39	59	17
Wed Jan 19 17:56:02 2022	1642604162	28	31	59	18
Wed Jan 19 17:56:07 2022	1642604167	22	37	59	34
Wed Jan 19 17:56:02 2022	1642604162	33	25	59	19
Wed Jan 19 17:55:55 2022	1642604155	27	32	59	22
Wed Jan 19 17:55:53 2022	1642604153	14	44	59	22
Wed Jan 19 17:56:02 2022	1642604162	24	35	59	29
Wed Jan 19 17:55:58 2022	1642604158	16	42	59	42
Wed Jan 19 17:56:04 2022	1642604164	11	48	59	25
Wed Jan 19 17:55:55 2022	1642604155	10	49	59	44
Wed Jan 19 17:56:06 2022	1642604166	8	51	59	50
Wed Jan 19 17:56:01 2022	1642604161	23	35	59	34
Wed Jan 19 17:56:01 2022	1642604161	47	12	59	12
Wed Jan 19 17:56:01 2022	1642604161	32	27	59	20
Wed Jan 19 17:55:53 2022	1642604153	26	32	59	20
Wed Jan 19 17:55:56 2022	1642604156	39	20	59	12
Wed Jan 19 17:56:06 2022	1642604166	33	25	59	17
Wed Jan 19 17:56:04 2022	1642604164	21	37	59	26
Wed Jan 19 17:55:56 2022	1642604156	29	29	59	24
Wed Jan 19 17:55:58 2022	1642604158	29	30	59	25
Wed Jan 19 17:56:03 2022	1642604163	22	37	59	34
Wed Jan 19 17:55:53 2022	1642604153	27	32	59	15
Wed Jan 19 17:56:02 2022	1642604162	14	44	59	28
Wed Jan 19 17:55:53 2022	1642604153	31	28	59	15
Wed Jan 19 17:56:06 2022	1642604166	7	51	59	51
Wed Jan 19 17:56:02 2022	1642604162	16	42	59	20
Wed Jan 19 17:56:00 2022	1642604160	22	37	59	22
Wed Jan 19 17:55:56 2022	1642604156	41	17	59	16
Wed Jan 19 17:55:57 2022	1642604157	36	22	59	19
Wed Jan 19 17:55:54 2022	1642604154	21	38	59	32
Wed Jan 19 17:55:58 2022	1642604158	21	38	59	28
Wed Jan 19 17:56:04 2022	1642604164	15	44	59	21
Wed Jan 19 17:56:06 2022	1642604166	23	36	59	26
Wed Jan 19 17:56:04 2022	1642604164	16	43	59	26
Wed Jan 19 17:55:53 2022	1642604153	27	32	59	19
Wed Jan 19 17:55:57 2022	1642604157	34	24	59	22
Wed Jan 19 17:55:53 2022	1642604153	22	37	59	26
Wed Jan 19 17:55:53 2022	1642604153	27	32	59	19
Wed Jan 19 17:56:06 2022	1642604166	7	51	59	51
Wed Jan 19 17:56:07 2022	1642604167	31	27	59	21
Wed Jan 19 17:56:01 2022	1642604161	32	27	59	18
Wed Jan 19 17:55:53 2022	1642604153	27	32	59	19
Wed Jan 19 17:55:53 2022	1642604153	30	28	59	15
Wed Jan 19 17:56:03 2022	1642604163	19	39	59	35
Wed Jan 19 17:56:06 2022	1642604166	0	58	59	49
Wed Jan 19 17:56:06 2022	1642604166	29	30	59	17
Wed Jan 19 17:55:56 2022	1642604156	24	35	59	20
Wed Jan 19 17:55:55 2022	1642604155	11	48	59	43
Wed Jan 19 17:55:56 2022	1642604156	18	41	59	26
Wed Jan 19 17:56:01 2022	1642604161	23	36	59	32
Wed Jan 19 17:56:04 2022	1642604164	22	37	59	36
Wed Jan 19 17:56:04 2022	1642604164	18	40	59	36
Wed Jan 19 17:56:06 2022	1642604166	31	27	59	22
Wed Jan 19 17:55:57 2022	1642604157	14	45	59	36
Wed Jan 19 17:56:01 2022	1642604161	26	32	59	28
Wed Jan 19 17:56:00 2022	1642604160	31	27	59	24
Wed Jan 19 17:56:04 2022	1642604164	20	39	59	27
Wed Jan 19 17:56:01 2022	1642604161	22	37	59	19
Wed Jan 19 17:55:54 2022	1642604154	33	26	59	25
Wed Jan 19 17:56:04 2022	1642604164	10	48	59	25
Wed Jan 19 17:56:04 2022	1642604164	23	36	59	31
Wed Jan 19 17:55:55 2022	1642604155	9	50	59	44
Wed Jan 19 17:56:01 2022	1642604161	21	38	59	37
Wed Jan 19 17:56:00 2022	1642604160	30	28	59	23
Wed Jan 19 17:55:54 2022	1642604154	32	27	59	25
Wed Jan 19 17:55:57 2022	1642604157	25	33	59	25
Wed Jan 19 17:55:58 2022	1642604158	34	25	59	17
Wed Jan 19 17:55:54 2022	1642604154	33	26	59	25
Wed Jan 19 17:55:55 2022	1642604155	11	48	59	43
Wed Jan 19 17:55:56 2022	1642604156	32	27	59	25
Wed Jan 19 17:56:02 2022	1642604162	33	26	59	14
Wed Jan 19 17:56:04 2022	1642604164	25	33	59	25
Wed Jan 19 17:56:04 2022	1642604164	11	47	59	21
Wed Jan 19 17:56:04 2022	1642604164	34	24	59	19
Wed Jan 19 17:55:57 2022	1642604157	23	36	59	20
Wed Jan 19 17:56:04 2022	1642604164	13	46	59	21
Wed Jan 19 17:55:53 2022	1642604153	15	44	59	21
Wed Jan 19 17:56:04 2022	1642604164	13	46	59	21
Wed Jan 19 17:56:04 2022	1642604164	36	23	59	15
Wed Jan 19 17:56:04 2022	1642604164	32	27	59	21
Wed Jan 19 17:56:04 2022	1642604164	11	48	59	25
Wed Jan 19 17:55:57 2022	1642604157	25	34	59	28
Wed Jan 19 17:56:05 2022	1642604165	23	36	59	18
Wed Jan 19 17:56:01 2022	1642604161	18	41	59	20
Wed Jan 19 17:55:56 2022	1642604156	39	20	59	13
Wed Jan 19 17:55:55 2022	1642604155	13	46	59	44
Wed Jan 19 17:55:57 2022	1642604157	21	38	59	30
Wed Jan 19 17:55:55 2022	1642604155	13	46	59	37
Wed Jan 19 17:56:01 2022	1642604161	21	37	59	18
Wed Jan 19 17:55:56 2022	1642604156	42	17	59	14
Wed Jan 19 17:56:00 2022	1642604160	25	33	59	30
Wed Jan 19 17:56:04 2022	1642604164	15	44	59	21
Wed Jan 19 17:56:01 2022	1642604161	25	34	59	23
Wed Jan 19 17:55:58 2022	1642604158	23	35	59	32
Wed Jan 19 17:56:05 2022	1642604165	30	29	59	27
Wed Jan 19 17:56:02 2022	1642604162	23	36	59	27
Wed Jan 19 17:56:04 2022	1642604164	23	36	59	26
Wed Jan 19 17:55:58 2022	1642604158	17	42	59	32
Wed Jan 19 17:55:56 2022	1642604156	21	38	59	26
Wed Jan 19 17:55:58 2022	1642604158	3	56	59	48
Wed Jan 19 17:56:01 2022	1642604161	19	39	59	30
Wed Jan 19 17:56:04 2022	1642604164	14	45	59	30
Wed Jan 19 17:56:04 2022	1642604164	12	46	59	21
Wed Jan 19 17:56:00 2022	1642604160	26	33	59	27
Wed Jan 19 17:56:02 2022	1642604162	33	26	59	14
Wed Jan 19 17:55:57 2022	1642604157	31	28	59	12
Wed Jan 19 17:56:04 2022	1642604164	25	34	59	24
Wed Jan 19 17:55:57 2022	1642604157	28	31	59	28
Wed Jan 19 17:56:06 2022	1642604166	7	52	59	52
Wed Jan 19 17:56:01 2022	1642604161	26	33	59	19
Wed Jan 19 17:56:01 2022	1642604161	21	38	59	33
Wed Jan 19 17:55:54 2022	1642604154	33	26	59	25
Wed Jan 19 17:55:53 2022	1642604153	27	32	59	18
Wed Jan 19 17:56:04 2022	1642604164	21	38	59	36
Wed Jan 19 17:56:01 2022	1642604161	33	26	59	18
Wed Jan 19 17:56:02 2022	1642604162	12	47	59	38
Wed Jan 19 17:55:56 2022	1642604156	46	13	59	9
Wed Jan 19 17:56:04 2022	1642604164	11	48	59	31
Wed Jan 19 17:55:55 2022	1642604155	9	50	59	44
Wed Jan 19 17:56:04 2022	1642604164	12	47	59	25
Wed Jan 19 17:56:04 2022	1642604164	12	47	59	21
Wed Jan 19 17:55:55 2022	1642604155	9	49	59	44
Wed Jan 19 17:56:01 2022	1642604161	21	38	59	29
Wed Jan 19 17:55:55 2022	1642604155	9	50	59	44
Wed Jan 19 17:55:56 2022	1642604156	16	43	59	33
Wed Jan 19 17:55:57 2022	1642604157	15	44	59	36
Wed Jan 19 17:55:58 2022	1642604158	24	35	59	32
Wed Jan 19 17:56:00 2022	1642604160	26	33	59	31
Wed Jan 19 17:56:06 2022	1642604166	36	23	59	17
Wed Jan 19 17:55:55 2022	1642604155	14	45	59	34
Wed Jan 19 17:55:54 2022	1642604154	19	40	59	28
Wed Jan 19 17:56:06 2022	1642604166	28	31	59	27
Wed Jan 19 17:55:53 2022	1642604153	20	39	59	15
Wed Jan 19 17:55:54 2022	1642604154	19	40	59	28
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	23
Wed Jan 19 17:56:01 2022	1642604161	25	34	59	21
Wed Jan 19 17:56:02 2022	1642604162	25	34	59	26
Wed Jan 19 17:55:56 2022	1642604156	21	38	59	10
Wed Jan 19 17:55:57 2022	1642604157	25	34	59	21
Wed Jan 19 17:55:55 2022	1642604155	27	33	59	26
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	31
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	18
Wed Jan 19 17:56:06 2022	1642604166	18	41	59	30
Wed Jan 19 17:55:57 2022	1642604157	21	38	59	38
Wed Jan 19 17:56:00 2022	1642604160	22	37	59	23
Wed Jan 19 17:56:04 2022	1642604164	10	49	59	30
Wed Jan 19 17:55:54 2022	1642604154	12	47	59	27
Wed Jan 19 17:55:56 2022	1642604156	30	29	59	24
Wed Jan 19 17:56:03 2022	1642604163	20	40	59	35
Wed Jan 19 17:55:56 2022	1642604156	23	36	59	24
Wed Jan 19 17:55:56 2022	1642604156	12	47	59	27
Wed Jan 19 17:56:04 2022	1642604164	38	21	59	16
Wed Jan 19 17:55:56 2022	1642604156	29	30	59	24
Wed Jan 19 17:56:01 2022	1642604161	47	12	59	12
Wed Jan 19 17:55:57 2022	1642604157	23	36	59	31
Wed Jan 19 17:56:04 2022	1642604164	19	40	59	22
Wed Jan 19 17:56:01 2022	1642604161	19	40	59	33
Wed Jan 19 17:56:00 2022	1642604160	30	29	59	26
Wed Jan 19 17:56:00 2022	1642604160	30	29	59	24
Wed Jan 19 17:56:01 2022	1642604161	21	38	59	37
Wed Jan 19 17:56:04 2022	1642604164	22	37	59	26
Wed Jan 19 17:56:02 2022	1642604162	20	39	59	19
Wed Jan 19 17:56:04 2022	1642604164	24	35	59	25
Wed Jan 19 17:56:07 2022	1642604167	22	37	59	35
Wed Jan 19 17:56:01 2022	1642604161	23	36	59	34
Wed Jan 19 17:55:57 2022	1642604157	30	29	59	12
Wed Jan 19 17:56:01 2022	1642604161	18	42	59	29
Wed Jan 19 17:56:01 2022	1642604161	22	37	59	30
Wed Jan 19 17:56:01 2022	1642604161	23	36	59	32
Wed Jan 19 17:56:04 2022	1642604164	36	23	59	15
Wed Jan 19 17:56:01 2022	1642604161	15	44	59	17
Wed Jan 19 17:56:04 2022	1642604164	11	48	59	25
Wed Jan 19 17:56:07 2022	1642604167	14	45	59	33
Wed Jan 19 17:55:57 2022	1642604157	4	55	59	51
Wed Jan 19 17:55:58 2022	1642604158	32	28	59	18
Wed Jan 19 17:55:53 2022	1642604153	29	30	59	26
Wed Jan 19 17:55:58 2022	1642604158	26	33	59	26
Wed Jan 19 17:56:04 2022	1642604164	4	55	59	36
Wed Jan 19 17:56:05 2022	1642604165	30	29	59	27
Wed Jan 19 17:55:56 2022	1642604156	5	54	59	33
Wed Jan 19 17:55:58 2022	1642604158	3	56	59	48
